WSA_AGIDF,Ecode
WA5363921,N
AK2310837,N
AZ0404332,N
CA0400078,N
CA1000257,N
CA1200517,N
DE0000661,N
FL6295604,N
ID3380019,N
IA2330301,N
KS2005116,N
ME0095330,N
ME0092357,N
MA1227015,N
MO5041130,N
MO5031621,N
MT0004483,N
NH0262060,N
NM3560125,N
NY5006496,N
NY3700995,N
NY1713869,N
NC4051010,N
NC0136139,N
NC0319133,N
NC0118250,N
NC0279151,N
NC4092028,N
NC0118320,N
NC0150123,N
NC0464405,N
NC0160010,S
OR4100977,N
PA3130035,N
SC0860058,N
VT0020847,N
VA1021126,N
VA5089285,N
VA3095590,N
WA5351000,N
WA5377846,N
WA5381100,N
WA5334040,N
WI7641621,N
AK2216902,N
AZ0420598,N
90400231,N
AR0000745,N
CA5800807,N
CA4000631,N
CA2700842,N
CA1502569,N
CA5800878,N
CA3400130,N
CA5800821,N
CA4400645,N
CA1300629,N
CA1400034,N
CA3900991,N
CA3500551,N
CA0400090,N
CA5800902,N
CA5800900,N
CA1502659,N
CA4400582,N
CA5800813,N
CA3302088,N
CA1000410,N
90600160,N
CA2000573,N
CA5301012,N
CA0707562,N
CA1500550,N
90605011,N
90605020,N
CA3301800,N
CA3500923,N
CA5303002,N
CO0143233,N
CO0134225,N
CO0123443,N
CO0112850,N
CO0108800,N
CO0123742,N
CO0134640,N
CO0136800,S
CT1189091,N
CT1189131,N
CT1189111,N
CT0827081,N
CT0420071,N
CT0861111,N
CT0660341,N
CT0780251,N
CT0731011,N
DE0000309,N
DE0000492,N
FL6290548,N
FL6530407,N
FL6294333,N
FL1204065,N
FL3494359,N
FL4431870,N
FL2451323,N
FL2554332,N
FL2120871,N
FL3354956,N
FL6295614,N
FL6291521,N
FL2164396,N
FL2160601,N
GA1850322,N
GA1850297,N
GA2610043,N
GA2050005,N
GA0770113,N
GA1310047,N
GA2790048,N
GA1750125,N
ID2290020,N
ID3230010,N
ID2250018,N
ID1280092,N
ID5070025,N
ID1280277,N
ID7220008,N
ID1090099,N
ID4010128,N
ID3140109,N
ID1280246,N
ID5320009,N
ID4010244,N
ID2250066,N
ID3140139,N
IL1235125,N
IL1610140,N
IL1615450,N
IL1795300,N
IL0915445,N
IL1615130,N
IN5289001,N
IN5229007,N
IN5284029,N
IN5221007,N
IN5209014,N
IN5284017,N
IA1716418,N
IA1600301,N
IA0345603,N
IA1400875,N
KS2013506,N
KS2005535,N
KS2010317,S
KY0980898,N
LA1105075,N
ME0005826,N
ME0092287,N
ME0092363,N
ME0092293,N
ME0091860,N
ME0095090,N
ME0095220,N
ME0090387,N
ME0092383,N
ME0102346,N
MD0230023,N
MD0210003,N
MD0030023,N
MD0050207,N
MD0230217,N
MD0050216,N
MA2140013,N
MA2226008,N
MA2140010,N
MA2140011,N
MA2028015,N
MI0001649,N
MI0001652,N
MI0002273,N
MI0003138,N
MI0003139,N
MI0003966,N
MI0004419,N
MI0005911,N
MI0006072,N
MN1500021,N
MN1730060,N
MN1550031,N
MN1040024,N
MN1580004,N
MN1730028,N
MN1700027,N
MN1290011,N
MS0230057,N
MO6041162,N
MO5031303,N
MO3041361,N
MO4048167,N
MO3041122,N
MO3048243,N
MO6031237,N
MO5031601,N
MO3040761,N
MO6048100,N
MO5301457,N
MO4036040,N
MO4031614,N
MO5048178,N
MO5036319,N
MO3048123,N
MO5036232,N
MO6031217,N
MO5069037,N
83090001,N
MT0000095,N
MT0002132,N
MT0000530,N
MT0004173,N
MT0000525,S
NE3110903,N
NE3105317,N
NE3121445,N
93200368,N
NV0001080,N
NV0000165,N
NV0000732,N
93200366,N
NH0162180,N
NH0512190,N
NH0272010,N
NH0882410,N
NH1612220,N
NH0394010,N
NH1842020,N
NH2002040,N
NH1992070,N
NH2082030,N
NH1732020,N
NJ2116328,N
NJ1922007,N
NM3503821,N
NM3557713,N
NM3570426,N
NM3502926,N
NM3501225,N
NM3563619,N
NM3500102,N
NM3550501,N
NY5930069,N
NY4519064,N
NY4410150,N
NY5230115,N
NY1606312,N
NY4130001,N
NY2520786,N
NY3805393,N
NY1012333,N
NY1819060,N
NY1206336,N
NY4501826,N
NY5530003,N
NY1022335,N
NY4510772,N
NY0506423,N
NY3903714,N
NY5405816,N
NY0921233,N
NY2801595,N
NY5000667,N
NY4501823,N
NY5101291,N
NY5000754,N
NY0807115,N
NY5117671,N
NY3700929,N
NY5000660,N
NY5214752,N
NY1010856,N
NY0417736,N
NY0200862,N
NY1402933,N
NY0600895,N
NY0600899,N
NY5405815,N
NY5521945,N
NY4130008,N
NY3219530,S
NY4500166,S
NC0201204,N
NC0150105,N
NC0112144,N
NC0293110,N
NC0201189,N
NC0276165,N
NC0392332,N
NC0156127,N
NC0201118,N
NC0416205,N
NC0416167,N
NC0368127,N
NC0363408,N
NC1044014,N
NC0392307,N
NC0474118,N
NC0145443,N
NC0466010,S
OH4900312,N
OH7674412,N
OH6201212,N
OH2400312,N
OH8701112,N
OH4601312,N
OH7002112,N
OH2000111,S
OK2007733,N
OK2002023,N
OK2006367,N
OR4101326,N
OR4100942,N
OR4105734,N
OR4101345,N
OR4101165,N
OR4101519,N
OR4101463,N
OR4193597,N
OR4101073,N
OR4100139,N
OR4105392,N
OR4100796,N
OR4105239,N
OR4106047,N
OR4100968,S
PA6160872,N
PA4110028,N
PA1090055,N
PA2450010,N
PA1230005,N
PA3060028,N
SC3670108,N
SC3260081,N
SC2350024,N
SC4660112,N
SC3660006,N
SC1450012,N
SC3050008,N
SC4650051,N
SC4650012,N
SD4602259,N
SD4600405,N
TX0750008,N
TX1980003,S
93200173,N
93200177,N
VT0005570,N
VT0005304,N
VT0005344,N
VT0020414,N
VT0020100,N
VT0005555,N
VA5143150,N
VA4193440,N
VA6047250,N
VA4133696,N
VA2125845,N
VA2163825,N
VA2015550,N
VA5067990,N
VA2079625,S
WA5304050,N
105300109,N
WA5312247,N
WA5362021,N
WA5322871,N
WA5324800,N
WA5376468,N
WA5300588,N
WA5319901,N
WA5397123,N
WI1220090,N
WI4360640,N
WI2680290,N
WI2460152,N
WI2460158,N
WI2650126,N
WI1140156,N
WI6030422,N
WI6170445,N
WI1250272,N
WY5601609,N
WY5600377,N
WY5600184,N
WY5601586,N
MI0005033,N
IN5240006,S
UTAH26004,N
VA1167501,N
VA1027061,SB
WA5372720,N
WI6320317,N
WI2685101,N
WI2685210,N
WI2685345,N
WI2685211,N
WI7010588,N
WI1280126,N
AK2224028,N
AZ0408342,N
CA2701701,N
CA3901304,N
CA1500398,N
CA2702601,N
CA1502383,N
CA3901474,N
GA2970055,N
GA1050036,N
GA2050036,N
GA1030113,N
GA0750044,N
GA0510275,N
GA0690070,N
GA0750010,N
GA1950012,N
GA1870099,N
GA0310206,N
GA1470080,N
GA1790157,N
GA2750065,N
GA2970041,N
GA1130016,N
GA1270194,N
GA1550009,N
IA8209359,N
MI0000575,N
MI0002837,N
MI0003857,N
MN1410007,S
MS0680010,S
MO5031473,N
MO5040057,N
NH1852100,N
NY4900686,N
NY5501276,N
NY5000664,N
NY5000755,N
NY0400345,S
NC0285467,N
OK1020420,S
OR4101025,N
PR0523025,N
SC3950007,N
TN0000971,N
TX0270131,N
TX1013011,N
TX0710158,N
TX2260026,B
TX2270213,N
VT0005490,N
VT0021199,N
VA5025480,N
WA5347925,N
WI2651013,N
WI6180513,N
WI4390542,N
WA5301213,N
AK2224476,N
AK2312499,N
AZ0407482,N
CO0121080,N
CO0115171,S
CT0614021,N
FL6290072,N
FL2550250,N
FL6290251,N
FL3481155,N
GA1910066,N
GA1570088,N
GA0290090,N
GA1030099,N
GA0290067,N
ID1280273,N
ID4080100,N
ID7100060,N
ID1280151,N
ID7100086,N
ID3140265,N
IL0975485,N
IN5221003,N
IN5229011,N
IA3122301,N
IA3126345,N
ME0007233,N
ME0002245,N
ME0092190,N
MD0140011,N
MD0220213,N
MD0060216,N
MA2054006,N
MA4052069,N
MI0003751,N
MI0005355,N
MI0005712,N
MI0006574,N
MI0040440,N
MI0040642,N
MO5031097,N
MO6048197,N
MO5041368,N
MT0004543,N
MT0004400,N
MT0004198,N
NE3120375,N
NV0000126,N
NV0000931,N
NH0152030,N
NH2082020,N
NH2312020,N
NH1212050,N
NH0152020,N
NH1972050,N
NH1842070,N
NH1432010,N
NH1932170,N
NH0162100,N
NH2232090,N
NY5000730,N
NY0907946,N
NY1006324,N
NY1916985,N
NY3503569,N
NY5000661,N
NC4092066,N
NC1050034,N
NC0188135,N
NC0241191,N
NC0392352,N
NC0276211,N
NC0118126,N
NC3041085,N
NC0241134,N
OH8505012,N
OH6703812,N
OK2005524,N
OK1020902,S
OK1020623,S
PA7280015,N
PR0458304,N
RI2980323,N
SC3260049,N
SD4600269,N
SD4602211,N
WA5314169,N
WA5330164,N
WA5323128,N
WA5332380,N
WA5306396,N
WA5351700,N
WA5311985,N
WA5301371,N
WA5304398,N
WA5328340,N
WA5398190,N
WI7440128,N
WI7010114,N
WI2520193,N
55295705,N
WY5601615,N
WY5600877,N
TX1810061,N
WA5393986,N
WA5312751,N
AK2226410,N
AK2227539,N
90605077,N
CA1500448,N
CA1500436,N
CA1502545,N
CA1500442,N
CA4901381,N
CO0234750,N
CT0184011,N
FL6291776,N
GA2930037,N
ID1090231,N
IN5248026,N
IA7038301,N
KS2000304,S
MD0120021,N
MI0005692,N
MO3031307,N
MT0000376,N
NN3503060,N
NY5405829,N
NY0412074,N
NY5000662,N
NY2630059,N
NY5417118,N
NY1310667,N
NY0412238,N
NC3001006,N
OH7801012,N
OR4101041,N
PA7360176,N
PA6430041,N
SC4060001,N
SC1050011,N
SC3260140,N
TX2270271,N
TX1810083,N
VT0005621,N
VT0005596,N
VA3175461,N
VA5031530,N
WA5330049,N
WA5332114,N
WA5332736,N
WA5302308,N
WA5368421,N
WA5326649,N
WA5322691,N
WA5376250,N
WA5332980,N
WA5386633,N
WA5394200,N
WA5397437,N
WI1570094,N
WI7290126,N
WY5601507,N
AZ0411009,S
WA5331471,N
AK2227220,N
AK2212924,N
AK2261101,N
AZ0410058,N
MS0530042,N
CA2300596,N
CA2700970,N
CA1400155,N
CA5601206,N
CA4300740,B
CA5301102,N
CA1900514,N
CO0115726,N
CO0123860,N
CT1200071,N
CT0821001,N
CT0731021,N
CT0731031,N
CT0711001,N
DE0020028,N
FL6291213,N
FL6531873,N
FL6295970,N
FL3425039,N
GA1790048,N
GA1170069,N
GA2470003,N
GA0590055,N
GA1270184,N
GA1030122,N
GA0710088,N
GA1270155,N
GA1030033,N
GA1270058,N
GA1610004,N
GA3210047,N
GA3110072,S
GA1450011,S
ID4080004,N
ID1280314,N
IL0971180,N
IN5283013,N
IN5232012,N
IN5289019,N
IN5227014,S
IA7048319,N
IA1900901,N
IA8218302,N
LA1047011,N
LA1005144,N
LA1017076,N
LA1017009,N
LA1005203,N
LA1063117,N
LA1105083,N
LA1103176,N
LA1105072,N
ME0090425,N
ME0092366,N
ME0091890,N
ME0092180,N
MD0100001,N
MA2037006,N
MA1053030,N
MI0003120,N
MI0063865,N
MI0005901,N
MN1340015,N
MN1560035,N
MN1730051,N
MO5031544,N
MT0004568,N
MT0000594,N
MT0004245,N
NV0005033,N
NM3500725,N
NY2500945,N
NY5201341,N
NY1230026,N
NY2130008,N
NY1006326,N
NY1310666,N
NY3902011,N
NY5430001,N
NY0217074,N
NY3905872,N
NY5530244,N
NY5515075,N
NY1100642,N
NY5801237,S
NC3095004,N
NC0195160,N
NC0286106,N
NC4032015,N
NC1056009,N
NC3041060,N
NC4035014,N
NC0180191,N
NC0160134,N
OH7400712,N
OH7300111,S
OK2004545,N
OR4190661,N
OR4194108,S
PA2590054,N
RI2980003,N
SC3260187,N
SC3250088,N
SC3950004,N
SC3710001,SB
TX1013459,N
TX0200134,N
TX1050116,N
TX0840067,N
CA4310011,S
TX0610223,N
TX1700378,N
VT0005475,N
VA2015119,N
VA5067265,N
VA4115651,N
WA5300604,N
WA5305243,N
WA5304298,N
WA5315516,N
WA5319095,N
WA5322590,N
WA5307989,N
WA5330050,N
WA5300944,N
WA5344416,N
WA5373620,N
WA5376973,N
WA5324050,S
WY5601449,N
TX2200320,N
TX0940029,N
TX2200115,N
VA5011460,N
WA53AA665,N
AK2220310,N
AK2220146,N
AK2210786,N
AK2210582,N
AZ0413423,N
AZ0407296,N
AZ0410269,N
AR0000797,N
CA0707591,N
CA4800589,N
CA4100540,N
CA4000749,N
CA3900732,N
CA1700724,N
CO0103081,N
CO0123718,N
CT1094201,N
FL6294344,N
FL3490816,N
FL6291529,N
FL6530870,N
FL3535116,N
FL2104350,N
FL6531328,N
FL6294409,N
GA1990047,N
GA1390015,N
ID1090022,N
ID7260047,N
ID3140200,N
ID1280278,N
ID7100029,N
ID4200035,N
ID1400039,N
ID5160003,N
ID5160056,N
ID6150022,N
ID6150024,N
IL0375150,N
IL1795900,N
IN5276041,N
IN5232005,N
IN5264028,N
IN5252010,N
IA6500600,N
IA5280305,N
IA5225321,N
KS2017312,N
LA1019034,N
ME0003990,N
ME0095691,N
ME0003639,N
ME0092318,N
ME0095170,N
ME0095520,N
MD0050007,N
MD0050218,N
MD0120207,N
MA4334078,N
MA3078001,N
MA2125002,N
MA2115009,N
MA4318107,N
MI0001653,N
MI0002568,N
MI0005351,N
MI0007085,N
MN1310034,N
MN1040036,N
MN1040033,N
MN1820019,N
MN1180003,N
MO4036311,N
MO5240145,N
MO3069014,N
MO3191837,N
MO5041419,N
MO6031418,N
MO3031301,N
MO5031613,N
MO3036066,N
MO3242162,N
MT0003196,N
MT0002493,N
MT0003538,N
83090021,N
MT0004461,N
MT0002856,N
MT0000074,N
MT0000529,N
MT0003524,N
MT0003103,N
MT0001934,N
MT0000115,N
MT0004225,N
MT0000605,N
MT0003774,N
MT0004220,N
MT0000179,N
MT0004064,N
NV0005057,N
NV0000200,N
NH0098070,N
NH1767020,N
NH0882010,N
NH2001020,N
NH1212060,N
NH2232170,N
NH1862010,N
NH1932220,N
NH1852090,N
NJ1436001,N
NM3516518,N
NM3592016,N
NM3515010,S
NY4530233,N
NY4117220,N
NY4701524,N
NY1400840,N
NY1030232,N
NY0600806,N
NY0430026,N
NY4701520,N
NY4501780,N
NY1030054,N
NY3202405,S
NC0188133,N
NC0144131,N
NC0201120,N
NC0293487,N
NC0465217,N
NC0392396,N
OH7707112,N
OH3700312,N
OK1021730,N
OK2002151,N
OR4100304,N
OR4100824,N
OR4100865,N
OR4105372,N
PA4110025,N
PA6250095,N
PA2520087,N
PA7500020,N
PR0613456,N
RI2788012,N
SC3770001,N
SC3250076,N
SC3260103,N
SC3260127,N
SC4060010,N
SC3260191,N
SD4602084,N
SD4600882,S
TX1010071,N
TX1930020,N
UTAH10012,N
VT0005253,N
VA6113160,N
VA5117378,N
VA3149510,N
VA5019370,N
VA5117834,N
VA5031875,N
VA4133865,N
VA6047865,N
WA5304025,N
WA5329629,N
WA5310595,N
WA5343901,N
WA5303449,N
WA5361533,N
WA5362100,N
WA5376658,N
WA5380345,N
WA5381080,S
WA5324050,S
WI2301565,N
WI4430148,N
WI6620324,N
WI2300117,N
AR0000375,S
UTAH27002,N
VA4075680,N
VA1027061,SB
VA1027061,SB
WA5378398,N
WI6100333,N
WI6320321,N
WI2300613,N
WI2680218,N
AK2213962,N
90400063,N
AZ0402353,N
AZ0413264,N
CA5101007,N
CA0400042,N
CA1502619,N
CA1503526,N
CA4301004,N
CO0254676,N
CT0866051,N
FL3644279,N
FL6252030,N
GA1770029,N
GA2790032,N
GA1050042,N
GA3210010,N
GA2890032,N
GA0690078,N
GA0330049,N
GA1790034,N
GA2910066,N
ID6030050,N
ID3140120,N
IL0190040,N
IL1990400,SB
IN5245050,N
IN5225002,N
IA3600901,N
MD0190006,N
MA3298002,N
MA1306006,N
MN1400006,N
MT0004480,N
MT0004368,N
MT0002484,N
NH0872020,N
NM3500201,N
NY1318861,N
NY1321659,N
NY1303217,N
NY5114323,N
NY4800729,N
ND5100663,N
ND3001431,SB
OH7300111,S
OK4002654,N
OR4100972,N
OR4106166,N
OR4100988,N
OR4101276,N
PA5650056,N
PA2520105,N
PA5040056,N
SC3250102,N
SC4060009,N
SC2450057,N
SC0860037,N
SD4602153,N
TX1520269,N
UTAH19069,N
VT0005617,N
VT0005221,N
VA4133440,N
WA5363777,N
WA5380710,N
WA5325341,N
WA5345312,N
WA5341140,N
WA5308401,N
WA5307095,N
WA5388625,N
WI6620335,N
WI8550135,N
WY5600195,N
NY3501331,N
WA5370700,N
WA5377675,N
AK2110821,N
AK2249099,N
CA5101006,N
CA1000405,N
CA4400517,N
CA5200531,N
CO0120153,N
CO0251743,N
CO0149185,N
CT1099141,N
CT0860211,N
FL6292787,N
GA2750021,N
GA1870100,N
ID7100012,N
ID6060063,N
IN5237009,N
IN5268012,N
IN5246006,N
IA1700352,N
KS2000116,SB
LA1017085,N
ME0092110,N
ME0001194,N
ME0094503,N
ME0090949,N
ME0091032,N
ME0092120,N
ME0092200,N
ME0092321,N
ME0092374,N
MD0060016,N
MA1268001,N
MA2226009,N
MA4145006,N
MA1249008,N
MA1283015,N
MN1270076,N
MN1690002,S
MO3031246,N
MT0004933,N
NH1932130,N
NH0342090,N
NH0613030,N
NM3521001,N
NY5110608,N
NY5530242,N
NY1010852,N
NY0422797,N
NY5001223,S
NC0136150,N
NC0368164,N
NC4092089,N
NC4092077,N
NC0118158,N
ND1901556,N
OH3200812,N
OR4106024,N
PR0613176,N
RI1858435,N
SC1070963,N
SD4602250,N
TX1700652,N
TX0950071,N
TX1610137,N
TX1010613,N
TX1012071,S
TX1700238,N
VA4193040,N
VA4145150,N
VA6047374,N
VA4159700,N
WA5323379,N
WA5342103,N
WA5342421,N
WA5385950,N
MO5048154,N
TX1370033,N
TX0300011,N
WA5305820,N
WI1330264,N
AL0001782,S
AK2291504,N
AK2220308,N
AZ0420475,N
AZ0420392,N
90403008,N
AZ0410242,N
CA4400634,N
CA3200195,N
CA2700669,N
CA1502645,N
CO0149843,N
CT0340861,N
CT0420031,N
CT0300011,N
CT0030411,N
CT0820501,N
CT1210011,N
CT1609141,N
FL6294552,N
FL1370419,N
FL2024893,N
FL6292647,N
GA1870074,N
GA2890030,N
GA1310023,N
GA1230065,N
GA0310216,N
GA0750011,N
GA2070012,N
GA1830047,N
GA0310273,N
ID1090224,N
IN5243050,N
IA3544301,N
IA1716304,N
IA5776301,N
KS2005545,N
KS2006505,N
KS2020502,S
ME0092367,N
MD0110231,N
MD0110225,N
MA1148015,S
MI0005396,N
MI0063100,N
MI0005821,N
MI0006116,N
MI0006117,N
MI0006646,N
MN1610010,N
MN1550016,N
MN1410007,S
MS0300152,N
MO5040555,N
MO5238302,N
MT0002537,N
MT0002119,N
MT0004542,N
MT0003527,N
MT0003652,N
MT0000058,N
MT0002652,N
MT0000490,N
NE3104712,N
NH1932150,N
NH1323050,N
NH0823010,N
NM3501123,N
NM3533832,N
NY5430033,N
NY1302161,N
NY0320784,N
NY3420254,N
NY5030114,N
NY0621249,N
NY5530009,N
NY0320783,N
NY0630036,N
NY0301651,S
NC0392311,N
NC0195127,N
NC0195162,N
OH3700912,N
OH7605012,N
OR4101419,N
OR4100588,N
OR4101416,N
OR4100929,N
OR4191541,N
PA6200020,N
PA2450143,N
PR0247092,N
SC3750022,N
SD4600050,N
UTAH29011,S
VT0005604,N
VT0020429,N
VT0020889,SB
VA4073735,N
VA3081730,N
VA6113500,N
VA2023734,N
WA5332071,N
WA5315077,N
WA5320030,N
WA5300794,N
WA5324153,N
WA5329450,N
WA5329345,N
WA5330975,N
WA5345750,N
WA5356780,N
WA5302273,N
WA5302345,N
WI1540770,N
WI2301743,N
WI1130264,N
WI4700125,N
WI1281162,N
WI6100340,N
WI2460067,N
AL0000184,S
WA5300518,N
NM3502921,S
WA5376462,N
WI4051141,N
AK2261460,N
AK2263010,N
CA1200590,N
CA1900154,N
CA0500019,N
CT0121051,N
FL6295621,N
GA0090047,N
GA1270180,N
GA1470073,N
GA0690084,N
GA2210063,N
GA1470064,N
GA2110056,N
GA2410119,N
GA1070037,N
GA1730018,N
GA1570109,N
GA1830046,N
GA0710085,N
GA0310068,N
ID3140018,N
ID4080102,N
ID4010122,N
IL1135150,N
IA9630316,N
ME0090145,N
MD0170021,N
MI0005673,N
MN1560004,N
MO5031401,N
MT0002548,N
MT0004671,N
NH1792050,N
NH1282050,N
NM3500801,N
NY5000748,N
NC0195136,N
NC0276146,N
NC0291109,N
OH7856313,N
OR4100810,N
PA4490027,N
SC3260174,N
SD4602237,N
SD4602218,N
VA6047010,N
VA1155152,N
VA3093850,N
WA5327900,N
WA5356851,N
WA5364080,N
WI1280116,N
MI0003946,N
VT0021023,N
WA5329067,N
WA5304694,N
AK2243771,N
AK2370879,N
AK2292186,N
AK2227149,N
AZ0413036,N
AZ0414391,N
ART000870,N
CA5200559,N
CA3901213,N
CA1700592,N
CA2701897,N
CA1500521,N
CA4900644,N
CA5800852,N
CA2300892,N
CA3400150,N
CA2801020,N
CA4000563,N
CA1500579,N
CA3601085,N
CA4100537,N
CA5000378,N
CA1503509,N
CA1600034,N
CA2210904,N
CA5200535,N
CA5201140,N
CA5403129,N
CO0108375,N
CO0101187,N
CO0154500,N
CO0121825,N
CO0149710,N
CO0145420,S
CO0119134,S
CO0123710,S
CT0791201,N
CT0681061,N
CT0501001,N
CT0110041,N
CT0421001,N
DE0001581,N
DE0002581,N
DE0000888,N
FL6294343,N
FL2024897,N
FL1374072,N
FL6295507,N
FL6531792,N
FL6290740,N
FL3350851,N
FL4474505,N
FL2040843,N
FL3350980,N
FL6534771,N
FL6292645,N
FL2451002,N
FL6296064,N
FL6296175,N
GA1830044,N
GA0070006,N
GA1750033,N
ID3140007,N
ID4010200,N
ID1110011,N
ID4010039,N
ID4010054,N
ID2250026,N
ID1090086,N
ID4080031,N
ID4010121,N
ID6390022,N
ID4200045,N
ID3140254,N
ID2180004,N
IL0631000,N
IL0730070,N
IN5245022,N
IN5276024,N
IN5276013,N
IN5240007,B
IN5250015,N
IN5285014,N
IN5243031,N
IA5792555,N
IA8218303,N
IA2800622,N
IA1037302,N
IA1667301,N
KS2015506,N
KS2020502,S
LA1063124,N
LA1083015,N
ME0095679,N
ME0003377,N
ME0091031,N
ME0092301,N
ME0091840,N
ME0091365,N
ME0092060,N
ME0092273,N
ME0095713,N
ME0095719,N
MD0220219,N
MD0010215,N
MA3301027,N
MA2110004,N
MA1268011,N
MA1111039,N
MA1024015,N
MI0001774,N
MI0003117,N
MI0001669,N
MI0003868,N
MI0004873,N
MI0005823,N
MI0007104,N
MN1730064,N
55294708,N
MN1820033,N
55294208,N
MN1250015,N
MS0240265,N
MO4048181,N
MO5190909,N
MO5191413,N
MO4048184,N
MO6030484,N
MO6048085,N
MO6036323,N
MO5033098,N
MO6036139,N
MO6036303,N
MO5036304,N
MO5036275,N
MO6251710,N
MO4031334,N
MO5036054,N
MO6041184,N
MO1010261,S
MT0001599,N
MT0002128,N
MT0000099,N
MT0002738,N
MT0001644,N
MT0003565,N
MT0004559,N
MT0001079,N
MT0002743,N
MT0000519,N
NE3120574,N
NV0000170,N
NV0003016,N
NV0000280,N
NH0162340,N
NH1332040,N
NH1932190,N
NH2342100,N
NH1402010,N
NH2002050,N
NH2082010,N
NH1932140,N
NH1392300,N
NH0162390,N
NH2392020,N
NH0162310,N
NM3500129,N
NM3565419,N
NM3553405,N
63509008,N
NM3564219,N
NM3500902,N
NY4501824,N
NY4701522,N
NY0930128,N
NY4430128,N
NY3920091,N
NY2630038,N
NY3510680,N
NY3901356,N
NY5301414,N
NY0800622,N
NY5718519,N
NY1303224,N
NY0117224,N
NY0320887,N
NY5530295,N
NY4410176,N
NY5310720,N
NY4330041,N
NY4510716,N
NY4501798,N
NY2222606,N
NY1901873,N
NY6100683,N
NY1121643,N
NY2600974,N
NY3700940,N
NC4092081,N
NC3079023,N
NC4092080,N
NC0273107,N
NC0241577,N
NC0145148,N
NC3041069,N
NC0392370,N
NC0136280,N
NC3041058,N
NC0201131,N
NC0136310,N
NC0180154,N
NC4092029,N
NC1057008,N
ND5301079,SB
OH4900012,N
OH2302712,N
OH1501212,N
OK5005553,N
OK1021702,N
OR4100049,N
OR4101221,N
OR4100852,N
OR4100715,N
OR4101012,N
OR4100561,N
OR4101495,N
OR4100557,S
OR4100665,SB
PA1150150,N
PA4440005,N
PA2660950,N
PA7360184,N
PA2408013,N
PA1090009,N
PA2640067,N
PR0549115,N
RI2000053,N
SC3260050,N
TX0790077,N
TX1880039,N
TX0460017,N
TX0970012,N
TX0110043,N
TX1260094,N
TX0270134,N
UTAH25044,N
UTAH25164,N
UTAH20063,N
UTAH15008,S
VT0005493,N
VA3131008,N
VA5117315,N
VA4057200,N
VA2023220,N
VA5019360,N
VA3131366,N
VA6047415,N
VA4103825,N
WA5320776,N
WA5305950,N
WA5303336,N
WA5308760,N
WA5311135,N
WA5312239,N
WA5323960,N
WA5314691,N
WA5352930,N
WA5303774,N
WA5355205,N
WA5302315,N
WA5316964,N
WA5372227,N
WA5354591,N
WA5388315,N
WA5305136,N
WA5324900,S
WI4600462,N
WI2300905,N
WI2300159,N
WI1140147,N
WI2300854,N
WI4200489,N
WI2300061,N
WI2683142,N
WI2686359,N
WI1280106,N
WI2650494,N
WI2460162,N
WI2300786,N
WI2460742,N
WY5680103,N
85690010,N
WY5600219,N
VA6099555,N
TX2460111,N
TX0110023,N
ND5301079,SB
WA5332027,N
PA1150098,S
WA5367865,N
WA5310516,N
WI2680288,N
AZ0408307,N
CA4300630,N
90600059,N
90605072,N
CA3400433,N
CO0138725,N
GA1910117,N
GA1470072,N
GA3050003,N
GA2510013,N
GA2530005,N
IA4260601,N
MA1024016,N
MA1108009,N
MA3269002,N
MI0004874,N
MI0040202,N
MN1180035,N
MO5252173,N
MO3302411,N
NY3901354,N
NY5001204,S
PA3060026,N
SC3260029,N
SD4602225,N
VT0020787,N
VT0005229,S
VA3095045,N
WA5327091,N
WA5324155,N
WA53AB290,N
IA7048303,N
AK2220215,N
AK2220216,N
AZ0407280,N
AZ0412321,N
CA3500526,N
CA0707511,N
CA1400109,N
CA2210921,N
90605055,N
CO0154117,N
CO0252160,N
CO0149613,N
CO0138040,N
CT0231011,N
DE0000103,N
FL6296217,N
FL3644309,N
FL6292643,N
FL6291575,N
GA0310262,N
GA0290087,N
GA1870087,N
ID1110007,N
ID3140125,N
ID2180038,N
IA5200899,N
KS2011309,S
ME0094501,N
ME0092391,N
ME0095668,N
MD0120204,N
MA1066007,N
MA1148008,N
MI0004053,N
MI0005607,N
MS0370018,N
MO4040818,N
MO3060800,N
MO5041094,N
MO5036117,N
MO1031542,N
MO5031277,N
MT0003751,N
MT0004598,N
MT0004263,N
MT0004770,N
NH2342090,N
NH0802010,N
NN3500329,N
NM3500224,N
NM3501024,N
NM3580202,N
NM3500133,N
NY4800728,N
NY0400875,N
NY0930121,N
NY1330334,N
NY5430002,N
NC3041086,N
NC0113113,N
NC0118301,N
NC0180193,N
NC0326776,N
NC1050069,N
NC0136203,N
OR4100602,N
OR4101258,N
OR4105854,N
OR4194151,N
PA4290830,N
PA2400148,N
PA2660047,N
SC0860063,N
SD4602234,N
SD4600160,N
VT0005581,N
VA6061090,N
VA4133740,N
VA5067788,N
WA5328950,N
