WSA_AGIDF,Ecode
WA5307486,N
WA5320788,N
WA5390850,N
WA5305570,N
WI6030130,N
WI2670109,N
TX1700040,N
TX0150433,N
TX0840080,N
TX2400043,N
TX0790331,N
WA5323994,N
WA5303370,N
WV3303209,N
AK2310934,N
AZ0407492,N
AR0000113,N
CA3701760,N
CA5201137,N
CA1900537,N
CO0110045,N
FL3354943,N
GA3050041,N
GA1910071,N
GA1830059,N
ID7100035,N
ID3370035,N
ID3140122,N
IL1614260,S
IN5234010,N
IA5800601,N
IA8215308,N
IA8273062,N
ME0095040,N
ME0095701,N
ME0092150,N
ME0009003,N
ME0091900,N
ME0092324,N
MA4350003,N
MA2286017,N
MN1130009,N
MN1190031,N
MO4036132,N
MO1061484,N
MT0003219,N
NH2312070,N
NH0821030,N
NH0072080,N
NH1332010,N
NH2512010,N
NH2342050,N
NY1302122,N
NY1330060,N
NY1010867,N
NC0241202,N
NC0351107,N
NC0150152,N
NC0157152,N
NC0157155,N
NC0158025,N
NC0235131,N
NC4051001,N
NC0157147,N
NC0118165,N
NC0118274,N
NC0279138,N
NC0416195,N
NC0136189,N
NC0368190,N
NC2049003,N
NC0150035,S
OH7001412,N
OH6002512,N
OH4502812,N
OH4000411,SB
PA1460025,N
VT0005016,S
VA4115705,N
VA6047360,N
VA5089634,N
VA5025650,N
WA5308343,N
WA5312235,N
WA5356211,N
WA5318350,N
WA5310340,N
WA5319900,N
WA5329597,N
WA5301832,N
WA5336740,N
WA5365700,N
WA5370950,N
WA5366932,N
WA5396527,N
TX1540007,N
WV3300204,N
CA4500063,N
CA1000265,N
CA4400665,N
CO0223343,N
CO0138738,N
CT0176021,N
FL6290309,N
FL5440085,N
FL6295112,N
FL6531396,N
FL6291610,N
FL6292096,N
FL2160654,N
GA3050022,N
GA2050006,N
GA2510021,N
GA0710034,N
GA1270054,N
GA0310017,N
GA0690042,N
GA1030130,N
GA0290036,N
GA1030105,N
GA1030133,N
GA2790010,N
GA2890012,N
GA0690051,N
GA1850122,N
GA1870081,N
GA0490000,S
ID4200091,N
ID6150008,N
ID3020011,N
ID2290050,N
IL0975245,N
IL0735140,N
IL1590200,S
IN5291008,N
IA3100823,N
IA9433302,N
IA5280302,N
IA5225308,N
IA5200810,N
KS2016136,N
KS2000119,S
LA1117024,N
LA1063056,N
MD0020059,N
MD0180056,N
MA4247055,N
MI0040075,N
MI0002195,N
MI0040324,N
MI0040293,N
55293502,N
MO3302314,N
MO3048043,N
MO6031215,N
MO6048093,N
MO5048365,N
MO5048404,N
MO5048992,N
MO5036192,N
MT0003755,N
NE3120840,N
NH0212030,N
NM3501521,N
NM3529932,N
NY5230224,N
NY4501800,N
NY5110609,N
NY3304340,N
NY4501794,N
NY5409757,N
NY0530047,SB
NC4092099,N
OH1800812,N
OH7602512,N
OH2901812,N
PA6430063,N
PA2400142,N
PA1230886,N
PA6610861,N
SC4150007,N
SC1550002,N
SC2760013,N
SD4600629,N
SD4602310,N
TN0000950,N
TN0000924,N
TX1520232,N
TX0150253,N
VT0020091,N
VT0005098,SB
VA5067785,N
VA5067959,N
WA5302777,N
WA5322690,N
WA5317267,N
WA53AC567,N
WA5307748,N
WA5360100,S
WI6180289,N
WI1130277,N
TX1700755,N
TX1370028,N
WA5312450,N
WA5361425,N
WA5367800,N
WI6560128,N
AK2241101,N
AK2212005,N
CA2700594,N
CA2700638,N
CA1700630,N
CO0162285,N
CO0145330,N
CO0121410,N
FL6141066,N
FL6291023,N
FL6531993,N
GA0290014,N
GA2750048,N
GA1070031,N
ID3140025,N
IN5243063,N
IN5257016,N
IA8225301,N
KS2002702,N
LA1111027,N
LA1063121,N
ME0092165,N
ME0092308,N
MD0210214,N
MI0000487,N
MI0063476,N
MN1070021,N
MN1740008,N
MS0240223,N
MO6048248,N
MT0004241,N
NH1403040,N
NM3500321,N
NY1010854,N
NY3421320,N
NY1101760,N
NY5501272,N
NY5501279,N
NY4710782,N
NC0392232,N
NC0150170,N
NC0286148,N
NC0136240,N
NC0149118,N
NC0392271,N
NC0136265,N
NC0286155,N
NC0136379,N
NC3041061,N
NC0113181,N
NC0180183,N
NC0279172,N
NC0118164,N
NC0118139,N
NC2049016,N
NC0111141,N
OH4602612,N
OK1011303,S
PA6430064,N
PA7360064,N
TX1012240,N
TX0790185,N
TX0450052,N
TX1700803,N
TX1260124,N
TX0610234,N
TX0940089,N
TX1010667,N
VT0020786,N
VA4103100,N
VA4057250,N
VA6033510,N
VA2125065,N
WA5352590,N
WA5370970,N
WA5386130,N
WA5388385,N
WI1140162,N
NC0161101,N
TX0200042,N
WI6180300,N
AK2215566,N
AK2211669,N
AK2210354,N
AK2212819,N
AK2220138,N
AZ0413267,N
AZ0407039,N
AZ0413030,N
AZ0402120,N
AZ0402104,N
AR0000861,N
AR0000824,N
CA1500495,N
CA3302079,N
CA5401038,N
CA4400684,N
CA3301877,N
CA2000529,N
CA4400604,N
CA1009051,N
CA1600293,N
CA1700530,N
CA1502449,N
CA3301209,N
CA2000643,N
CA3303003,N
CA1502629,N
CA0400123,N
CA0400149,N
CA4100600,N
CA3110032,N
CA3400137,N
CA2800528,N
CA3303035,N
CA5200545,N
CA0800861,N
CA0900655,N
CA3302009,N
CA2600622,N
CA4900608,N
CA5010040,S
CA3900586,N
CA3110049,N
CA5100112,N
CA5301101,N
CA1700580,N
CA4400625,N
CA0202503,N
90605118,N
CA2000651,N
CA2700634,N
CA3302008,N
CA4901346,N
CO0152188,N
CO0107321,N
CO0215538,N
CO0104533,N
CO0121525,N
CO0149621,N
CO0123343,N
CO0114550,N
CO0108925,N
CO0136800,S
CO0115601,S
CT0424011,N
CT0380641,N
CT0051031,N
DE0000129,N
DE0002275,N
DE0000561,N
FL5114133,N
FL6290416,N
FL5284114,N
FL6296005,N
FL6290505,N
FL6295649,N
FL6424706,N
FL3480539,N
FL6512309,N
FL3424664,N
FL6605002,N
FL6142032,N
FL6531350,N
FL6295310,N
FL6291767,N
FL6531812,N
FL3351376,N
FL2551228,N
FL2544434,N
GA2370075,N
GA1830001,N
GA2190057,N
GA0510098,N
GA1130005,N
GA0310075,N
GA1470075,N
GA1950063,N
GA0110026,S
ID4010005,N
ID4200009,N
ID3230030,N
ID3140142,N
ID3140026,N
ID1280079,N
ID3140056,N
ID2310004,N
ID5070041,N
ID3230027,N
ID7100149,N
ID3140111,N
ID5420054,N
ID1090133,N
ID2250091,N
ID1280008,S
ID7410036,S
IL0150020,N
IL1135385,N
IL1095125,N
IL0977189,N
IL0975736,N
IL1435245,N
IL0895530,N
IL1415300,N
IL1615580,N
IL1615540,N
IL0730040,N
IL0195300,S
IL0195300,S
IN5230010,N
IN5252020,N
IN5284005,N
IN5285006,N
IN5257026,N
IN5250014,N
IN5291020,N
IN5246024,N
IN5291005,N
IA5784312,N
IA9700630,N
IA0300932,N
IA3203301,N
IA5500602,N
IA3126310,N
IA5225320,N
IA5280304,N
KS2019112,N
KS2016117,N
KS2016102,N
KS2007702,S
KS2003513,S
LA1103095,N
LA1017066,N
LA1017080,N
ME0007731,N
ME0090745,N
ME0092327,N
ME0092364,N
ME0005825,N
ME0006513,N
ME0092307,N
ME0095010,N
ME0095685,N
ME0103660,N
ME0092372,N
ME0095540,N
MD1231051,N
MD1101230,N
MD0230210,N
MD0080026,N
MD0070248,N
MD0050208,N
MD0080035,N
MD0060218,N
MD0020224,N
MD0080051,N
MA2270011,N
MA2226011,N
MA2287025,N
MA3198000,S
MI0040520,N
MI0040129,N
MI0040216,N
MI0000418,N
MI0000731,N
MI0065033,N
MI0001015,N
MI0001416,N
MI0004045,N
MI0001666,N
MI0001697,N
MI0001715,N
MI0002124,N
MI0000796,N
MI0002851,N
MI0002855,N
MI0040108,N
MI0003505,N
MI0006243,N
MI0003753,N
MI0005445,N
MI0040582,N
MI0040525,N
MI0040210,N
MI0040495,N
MI0040496,N
MI0006443,N
MI0040416,N
MI0006532,N
MI0060937,N
MI0006592,N
MI0006647,N
MI0006693,N
MI0006885,N
MI0004754,N
MI0067054,N
MI0004800,S
MN1030022,N
MN1230004,N
MN1740004,N
MN1180032,N
MN1180005,N
MN1040034,N
MN1310015,N
MN1130006,N
MN1700025,N
MO3031167,N
MO6036207,N
MO5030870,N
MO3031232,N
MO5031149,N
MO3031299,N
MO5031325,N
MO3031207,N
MO5031315,N
MO5036082,N
MO5031309,N
MO5036145,N
MO6048290,N
MO4031626,N
MO5031406,N
MO5036020,N
MO6048206,N
MO5030930,N
MO5031416,N
MO5041213,N
MO6048052,N
MO5031399,N
MO5191334,N
MO1010724,S
MT0004802,N
MT0002696,N
MT0004438,N
MT0003670,N
MT0004006,N
MT0002814,N
MT0000429,N
MT0000404,N
MT0004564,N
MT0000377,N
MT0001080,N
MT0003792,N
MT0000145,N
MT0000033,N
MT0002651,N
MT0004486,N
MT0002986,N
MT0001623,S
MT0000225,S
MT0000525,S
MT0000155,SB
NE3120306,N
NE3120354,N
NE3110929,N
NV0000369,N
93200374,N
NH0262030,N
NH1463010,N
NH0342100,N
NH0413020,N
NH0353010,N
NH0192060,N
NH0763010,N
NH0802020,N
NH2421010,N
NH1032090,N
NH0952020,N
NH0153010,N
NH1992040,N
NH2232140,N
NH0692010,N
NH1612200,N
NH0882040,N
NH2052040,N
NH2272020,N
NH2223020,N
NH2192020,N
NH0512170,N
NH0612210,N
NH0862020,N
NH1392220,N
NH0512180,N
NH0594030,N
NH1932100,N
NH2281010,N
NH1402030,N
NH2342070,N
NH2562010,N
NJ0410002,N
NM3500432,N
NM3500532,N
NM3575026,N
NM3520001,N
NM3515032,N
NM3511401,N
NM3575601,N
NM3518025,S
NY0630030,N
NY5630038,N
NY0412230,N
NY0319698,N
NY0700769,N
NY4410149,N
NY0400870,N
NY5405794,N
NY2600961,N
NY4410159,N
NY2820402,N
NY5701548,N
NY0310323,N
NY5203350,N
NY5214753,N
NY5203024,N
NY1006323,N
NY0310337,N
NY2118728,N
NY3921739,N
NY3501325,N
NY1010757,N
NY3721559,N
NY2122025,N
NY0101642,N
NY5405797,N
NY5110610,N
NY3903715,N
NY4501810,N
NY0310344,N
NY3700917,N
NY3700938,N
NY1419231,N
NY3304337,N
NY2801593,N
NY4325001,N
NY0311098,N
NY4512612,N
NY1315971,N
NY1310385,N
NY0907950,N
NY4317075,N
NY4303907,N
NY6000763,N
NY0700786,N
NY0600905,N
NY3921740,N
NY4130332,N
NY3201483,N
NY5503748,N
NY3600596,S
NY3503535,S
NC0416191,N
NC0273104,N
NC0112109,N
NC4092083,N
NC1056001,N
NC0465135,N
NC1050035,N
NC0136241,N
NC0187562,N
NC0392366,N
NC0118304,N
NC0188131,N
NC0111147,N
NC0241144,N
NC0156122,N
NC0392315,N
NC0106110,N
NC0181569,N
NC2049024,N
NC0181131,N
NC0343045,S
OH7600412,N
OH0400212,N
OH7606922,N
OH5200012,N
OH7700006,N
OH5002112,N
OH4500712,N
OH2437412,N
OH7607412,N
OH5100112,N
OH8601112,N
OH2803212,N
OH7603912,N
OK2002613,N
OK4002610,N
OK2001036,N
OK2007062,N
OK2005744,N
OK2001104,N
OK2005766,N
OK1010847,N
OK1011303,S
OK1021202,S
OK1011303,S
OR4101184,N
OR4100992,N
OR4100762,N
OR4105252,N
OR4100349,N
OR4100422,N
OR4100217,N
OR4190668,N
OR4100983,N
OR4100037,N
OR4100784,N
OR4101350,N
OR4105548,N
OR4195017,N
OR4101129,N
OR4100344,N
OR4101386,N
OR4101479,N
PA3060015,N
PA4050005,N
PA2450114,N
PA7500023,N
PA2660048,N
PA3060106,N
PA7670112,N
PA7670108,N
PA6620036,N
PA1460086,N
PA6370026,N
PA4560007,N
SC3250024,N
SC4050004,N
SC4550001,N
SC0260016,N
SC4650042,N
SD4602240,N
SD4602108,N
SD4602272,N
SD4600014,S
TN0000185,N
TN0000926,N
TX1520067,N
TX0130058,N
TX1520072,N
TX0680126,N
UTAH18009,N
84990006,N
UTAH18043,N
VT0005280,N
VT0005645,N
VT0005538,N
VT0005381,N
VT0005314,N
VT0020308,N
VT0005535,N
VT0005442,N
VT0020031,N
VT0005353,N
VT0005087,SB
VA6099110,N
VA4133203,N
VA6047260,N
VA5135260,N
VA4103820,N
VA2015477,N
VA2003575,N
VA6113170,N
VA5089711,N
VA5089712,N
VA2109265,N
VA5019865,N
VA6137900,N
VA5590100,S
VA1167900,SB
WA5318575,N
WA5319184,N
WA5322285,N
WA5331881,N
WA5303414,N
WA5355874,N
WA5355376,N
WA5362135,N
WA5372260,N
WA5371397,N
WA5376145,N
WA5302771,N
WA5359546,N
WA5303388,N
WA5387600,N
WA5324050,S
WV3301414,N
WI2682406,N
WI4150000,N
WI6170276,N
WI1570503,N
WI7500155,N
WI6100332,N
WI4451734,N
WI2680236,N
WI6320638,N
WI2683440,N
WI1132557,N
WI2460150,N
WI8580537,N
WI2413464,N
WI1540121,N
WI2300174,N
WI2300175,N
WI2460114,N
WI1220121,N
WI2300619,N
WI1570155,N
WI2460823,N
WI7370152,N
WI4700276,N
WY5600127,N
WY5600074,N
WY5600435,N
WY5600260,N
WY5600119,N
WY5600022,S
WY5600176,S
WY5600137,S
IA8271302,N
MI0001865,N
MI0040069,N
AK2310900,SB
TX0680148,N
TX1520257,N
TX1010651,N
VT0005603,N
VA2003175,N
VA4115350,N
VA6099280,N
VA5117833,N
VA4119790,N
NC0293015,SB
VA1185085,SB
NC0293015,SB
105300120,N
WV3303916,N
WI6480403,N
WI2300140,N
AK2227547,N
CA4200633,N
CA5000072,N
CO0123500,N
GA0770040,N
GA0310014,N
GA3050023,N
GA1870088,N
GA0310245,N
GA0310271,N
GA0710098,N
GA1030157,N
GA1270161,N
ID4010063,N
IN5284019,N
KY0080928,N
MA2139007,N
MI0006773,N
MI0063635,N
MN1660017,N
NH0613050,N
NH1402020,N
NY1030187,N
NY3810686,N
NY0722646,N
NY2600976,N
NY5903455,SB
NC0181132,N
NC4092055,N
NC0392336,N
NC0111010,S
OH1502612,N
OK2005537,N
OR4100583,N
OR4100385,S
PA3060132,N
VT0020986,N
VA4103950,N
WA5307574,N
WA5368950,N
WA5325897,N
WI1250207,N
WI6560098,N
WI7440087,N
WI6100331,N
VA1077392,N
WI7350094,N
WI1110065,N
AK2211708,N
AK2213768,N
AK2213530,N
AK2211122,N
AZ0420529,N
CA2701423,N
CA5400600,N
CA4901062,N
CA2701633,N
CA2700691,N
CA2700740,N
CA1100452,N
CA1800503,N
CO0145660,N
CT0311011,N
CT0386051,N
CT0010111,N
DE00A0697,N
FL3494316,N
FL1324064,N
FL6090898,N
FL6291170,N
FL3421554,N
FL6296364,N
GA1790021,N
GA1850116,N
HI0000331,S
ID3140010,N
ID3140133,N
IL0755125,N
IL2015685,N
IL1890300,S
IN5245004,N
IN5276033,N
IN5218014,S
IA5225313,N
LA1105099,N
ME0092296,N
MD0200206,N
MA2028007,N
MA2110007,N
MI0000508,N
MI0040227,N
MI0003228,N
MI0001545,N
MI0006569,N
MI0040475,N
MN1730053,N
MO6048048,N
MO5301471,N
MO6079508,N
MO5031084,N
MO3048122,N
MT0000449,N
MT0004268,N
MT0000433,N
MT0000079,N
NH1522020,N
NH1522030,N
NH0872010,N
NH0974010,N
NH2052010,N
NH1323030,N
NM3532409,N
NM3551026,N
NM3577532,N
NM3506329,S
NY5030018,N
NY1130011,N
NY3930031,N
NY3201456,N
NY3530193,N
NY3903710,N
NY5421400,N
NY5230098,N
NY5630055,N
NY1322771,N
NY1200264,N
NY5422534,N
NY6112907,N
NY3907005,N
NY0330071,N
NY1730010,N
NY5404413,N
NY0930139,N
NY1400443,S
NC0276449,N
NC0118238,N
NC0363128,N
NC4092032,N
NC1061009,N
NC0136231,N
NC0136155,N
NC0276128,N
NC0136193,N
NC0241145,N
NC0136347,N
NC4092034,N
NC0118265,N
OH4500312,N
OH6601412,N
OH3400712,N
OH8600812,N
OH7604612,N
OR4101043,N
OR4100923,N
OR4101426,N
PA3540003,N
PA1150219,N
PR0613196,N
RI1592024,SB
SC4660111,N
SC4660008,N
SC2460001,N
SC0420007,SB
TX1700006,N
TX0200656,N
TX0180081,N
TX1010927,N
TX0150238,N
TX2270110,N
TX0610200,N
TX1011503,N
TX0160014,N
TX1700626,N
TX1010628,N
VT0020135,N
VT0005545,N
VA6047025,N
VA1121150,N
VA4133345,N
VA4127455,N
VA4057566,N
VA4057900,N
VA4159800,N
VA6099590,N
VA1071565,SB
VA1071455,S
WA5324781,N
WA5306651,N
WA5308914,N
WA5338171,N
WA5316500,N
WA5336233,N
WA5339411,N
WA5343878,N
WA5305848,N
WA5315663,N
WV3300901,S
WI6180298,N
WI7290294,N
WI8610411,N
WI1281099,N
WI1281100,N
WI2460148,N
WI1133471,N
WY5601415,SB
TX1700840,N
IN5276012,N
TX1130010,S
TX2290014,N
TX0940092,N
KS2014709,S
WA5376467,N
WI4200484,N
AK2271981,N
AZ0402401,N
CA5500041,N
CA1500252,N
CO0115601,S
CT0721041,N
CT1041031,N
GA1870092,N
GA0290078,N
GA2090002,N
GA2370082,N
GA1830041,N
GA1470074,N
GA2210050,N
GA2750036,N
GA1850053,N
GA1870073,N
GA1030161,N
GA0310200,N
GA2210052,N
GA1910074,N
GA0810013,N
GA0310169,N
HI0000436,S
ID7410022,N
ID5240040,N
IL0530250,S
IA5225305,N
IA3126307,N
MD0010033,S
MA1341004,N
MO4036173,N
MT0004150,N
NE3150275,N
NH2353020,N
NY0311100,N
NY3503535,S
NC0392249,N
OH4202112,N
OK1011303,S
PA6370022,N
PA4440019,N
SD4602213,N
VT0021121,N
WA5322550,N
WA5377147,N
WA5301808,N
WA5356806,N
WA5380130,N
WA5383310,N
WI1110110,N
UTAH02053,N
WA5324050,S
WI2684746,N
AZ0413412,N
AZ0408149,N
AZ0410112,S
CA1000199,N
90605014,N
DE0000590,N
FL6294792,N
GA1850273,N
ID6040045,N
ID4010101,N
ID4010068,N
ID7100081,N
IN5276015,N
IA8215325,N
IA3290301,N
IA4800634,N
IA5800901,N
IA3126308,N
IA0690303,N
KS2004116,N
MA4296013,N
MI0001352,N
MI0002215,N
MI0003942,N
MO3242566,N
MO5030380,N
MO5041190,N
MO5190587,N
MT0000413,N
MT0000451,N
MT0003224,N
NV0004017,N
NH2232150,N
NH1842050,N
NH2232120,N
NM3501901,N
NY0910809,N
NY1210657,N
NY1701511,N
NY3501329,N
NY1021889,N
NY1722439,N
NC0286158,N
NC0113146,N
NC0157153,N
NC3086013,N
NC0286154,N
NC2036014,N
NC4092063,N
NC0118317,N
NC0136149,N
NC1087004,N
NC0118168,N
NC0149134,N
NC0465164,N
NC0118289,N
NC0150134,N
NC0150199,N
NC0286143,N
NC0382122,N
NC0234125,N
NC0118015,S
NC0118010,S
OH2800012,N
OH1503512,N
OH8505122,N
OH4504612,N
OH1204512,N
OK2006045,N
OK4002663,N
OR4100006,N
SC3210004,S
TX2040061,N
WA5327236,N
WA5368180,N
WA53AB043,N
WA5337911,N
WA5348704,N
WA5357900,N
WI1230076,N
WY5600112,N
WI2300172,N
AK2226826,N
AK2213019,N
90400304,N
AZ0410272,N
AZ0410325,N
AZ0410132,N
CA1400056,N
CA4901221,N
CA1500560,N
CA1000058,N
CA3100063,N
CA5200657,N
CA2700733,N
CA3303028,N
CA4500098,N
CA4900892,N
90600165,N
CA2210917,N
CO0126158,N
CO0126175,N
CO0246201,N
CO0154205,N
CO0123601,N
CO0128650,N
CO0239666,N
CO0110050,N
CO0123566,S
CT0380651,N
CT0601031,N
DE0000549,N
FL6290392,N
FL6290401,N
FL6514862,N
FL3531198,N
FL6295647,N
FL6295172,N
FL6292099,N
FL3424857,N
GA2750066,N
GA1030084,N
GA1830052,N
HI0000252,N
ID1400016,N
ID7260084,N
ID2250105,N
ID3140132,N
IL1430080,N
IL0630030,N
IL2010060,N
IN5234013,N
IN5283014,S
IN5245034,N
IN5243022,N
IN5245002,N
IA0908000,N
IA7048392,N
IA9700901,N
IA9260301,N
IA5748300,N
KS2015519,N
KS2009918,S
KS2000119,S
LA1019122,N
LA1063126,N
LA1083017,N
LA1015030,N
LA1063106,N
LA1045037,N
LA1035002,S
ME0092365,N
ME0092299,N
ME0092339,N
ME0091416,N
ME0091590,N
ME0007157,N
MD0100004,N
MD0210020,N
MD0050214,N
MD0050206,N
MD0080027,N
MD0080029,N
MD0080055,N
MI0001253,N
MI0001565,N
MI0007067,N
MI0061662,N
MI0002838,S
MN1700016,N
MN1820026,N
MN1180036,N
55294207,N
MN1010002,N
MO5031172,N
MO5031398,N
MO4061392,N
MO5069056,N
MO4030223,N
MO6036042,N
MO5031165,N
MO5031126,N
MO6048354,N
MO6048272,N
MO1041587,N
83090049,N
MT0000100,N
MT0004202,N
MT0000431,N
MT0001769,N
MT0004466,N
MT0002074,N
MT0004734,N
MT0000644,N
MT0000110,N
MT0000554,N
MT0003277,N
MT0000352,S
NE3107311,N
NV0003081,N
NV0000067,N
NV0000370,N
NV0000754,N
NH1802020,N
NH0152010,N
NH1333030,N
NH0512070,N
NH1212090,N
NH0603020,N
NH1372020,N
NH0282010,N
NH0493020,N
NH0297020,N
NH1712040,N
NH2372050,N
NJ1511017,N
NM3504121,N
NM3510304,N
NM3501129,N
NM3500301,N
NY0200866,N
NY5405820,N
NY5421759,N
NY5515079,N
NY5916740,N
NY5530040,N
NY3530215,N
NY5405807,N
NY3503034,N
NY0310346,N
NY5501281,N
NY3530201,N
NY0310354,N
NY3700927,N
NY5615195,N
NY5405833,N
NY4717153,N
NY1701514,N
NY1330461,N
NY0600812,N
NY5508770,N
NY2102301,S
NY0100191,S
NY2501017,S
NC0319103,N
NC0276157,N
NC0235133,N
NC0235139,N
NC0195103,N
NC0195111,N
NC1045034,N
NC4392139,N
NC0150167,N
NC0201126,N
NC0201203,N
NC4092072,N
NC0293111,N
NC0118302,N
NC0351413,N
ND0901184,N
OH7006612,N
OH1601312,N
OH6204112,N
OH4901212,N
OH6502412,N
OH8702712,N
OK2006374,N
OK2005710,N
OR4101260,N
OR4101367,N
OR4106110,N
OR4100237,N
OR4100090,N
OR4105364,N
OR4192048,N
OR4100419,N
OR4100825,N
OR4105949,N
PA5100132,N
PA6430072,N
PA2660049,N
PA3390030,N
PA3540010,N
PA2520992,N
RI1000009,N
SC4660087,N
SC4660088,N
SC3260132,N
SC4650047,N
SD4602106,N
SD4602301,N
SD4600268,N
TN0004896,N
TX2370069,N
TX0210045,N
TX0310017,N
TX1013341,N
TX1300013,N
TX1510001,N
TX0710102,N
TX2100038,N
TX0610085,N
TX1013239,N
TX1700697,N
TX1460137,N
TX0200409,N
TX1810150,N
TX0200645,S
TX1700237,N
TX1013390,SB
VT0005180,N
VT0005650,N
VT0005582,N
VT0005577,N
VT0005133,N
VA6099025,N
VA1155050,N
VA4103200,N
WA5308815,N
WA5309450,N
WA5326951,N
WA5329655,N
WA5333260,N
WA5329441,N
WA5334751,N
WA5302871,N
WA5316892,N
WA5351151,N
WA5367398,N
WA5385605,N
WA5386115,N
WA5391935,N
WA5397440,N
WV3302946,N
WI2300106,N
WI2460551,N
WI1280055,N
WI1110112,N
WI1132627,N
WI6480372,N
WI7720139,N
WI8040687,N
WY5601592,N
PA2660334,N
IA9233301,N
TX1520036,N
WA5326995,N
WA5300567,N
WA5335350,N
WA5320692,N
WA5309280,N
WI2300699,N
CA3500576,N
CA3200138,N
CA3400401,N
CA1502744,N
CO0149188,N
CO0149609,N
CT1699011,N
CT0861151,N
FL5084117,N
FL4565154,N
FL6295577,N
GA0290015,N
GA1770024,N
GA1030104,N
GA0690077,N
GA2930054,N
GA1030031,N
GA0770013,N
GA0310194,N
GA1830031,N
GA1470068,N
GA0310170,N
GA1370001,S
ID7300041,N
ID3140233,N
ID1280174,N
IL1095200,N
IN5243040,N
IN5243019,N
IA2200901,N
KS2015520,N
MD0200202,N
MO6048059,N
MT0004211,N
NV0002554,N
NM3511426,N
NM3517925,N
NY3321981,N
NY3201473,N
NY5000753,N
NY1215266,N
NY1006320,N
NY5903769,N
NY4410705,N
NC0392127,N
NC0363129,N
NC0195440,N
NC0145420,N
OH3301212,N
OK5005539,N
OK2006310,N
OR4101411,N
OR4101467,N
RI2814410,N
RI2980001,N
SC0750035,N
UTAH02069,N
VA2023780,N
WA5307516,N
WA5308364,N
WA53AB548,N
WA5324165,N
WA5348875,N
WA53AC160,N
WA5375028,N
WA5376460,N
WA5396887,N
WA5304582,N
WI4451167,N
VA4103245,N
WA5320029,N
WI6030136,N
CA1500543,N
CA1500556,N
CA3910023,N
90600139,N
CA4300996,N
CO0111500,N
CT0866301,N
FL3491904,N
GA2310005,N
GA0730020,N
HI0000328,N
ID7190001,N
ID7100022,N
ID3140060,N
ID1280259,N
ID3140119,N
ID6060082,N
ID7100155,N
IN5218004,N
IA5282306,N
ME0090427,N
ME0007336,N
ME0002093,N
ME0003533,N
ME0004958,N
MI0040229,N
MI0062942,N
MT0000300,N
MT0004345,N
MT0002464,N
MT0004449,N
MT0004537,N
NH0152050,N
NH0702010,N
NH1212080,N
NH1992050,N
NH1742010,N
NH0821010,N
NH1212140,N
NH0053010,N
NY1303221,N
NY0800623,N
NY1120552,N
NY0901541,N
NY3503547,N
NY1400443,S
NC4092076,N
NC0136115,N
NC0155116,N
NC0136184,N
NC0118160,N
NC0241104,N
NC0160176,N
NC0201127,N
ND3001431,SB
OH3700012,N
OH8502812,N
OR4100004,N
OR4100370,N
OR4100335,N
PA6250042,N
SC4060012,N
SC3210011,SB
VT0021015,N
VA4133346,N
VA5143690,N
VA5143881,N
VA1185695,S
WA5325800,N
WA5331003,N
WA5363131,N
WA5357396,N
WA5373032,N
WA5385121,N
WA5391925,N
WA5359875,N
IA5225309,N
VA2023034,N
WA5395375,N
CA5000316,N
CA1500404,N
CA4400585,N
CA1400144,N
CA3200080,N
CT0780271,N
CT1479021,N
DE00A0770,N
FL3420781,N
FL6291605,N
GA1070013,N
GA3110108,N
GA0510266,N
GA1850098,N
GA1830026,N
GA0710028,N
GA1110050,N
GA1270181,N
GA0850027,N
GA1030127,N
GA1750127,N
GA1790027,N
GA1270175,N
GA1270118,N
GA1610027,N
GA0710072,N
GA0310033,N
GA1550012,N
GA1550016,N
HI0000204,S
ID7100013,N
ID1090004,N
ID3140066,N
ID4010096,N
IL1615140,N
IL0195845,N
IN5276004,N
IN5229017,N
IA5225328,N
IA3126316,N
IA8209398,N
LA1045041,N
LA1067022,N
LA1019057,N
ME0092382,N
MA2028017,N
MA2034028,N
MA2125016,N
MI0000894,N
MI0001005,N
MI0006935,N
MI0040332,N
MS0270001,S
MS0530012,S
MO5031627,N
MO3069008,N
MO5030770,N
MT0000455,N
MT0001771,N
NE3111103,N
NV0000819,N
NH1392230,N
NH1752070,N
NH2352010,N
NM3563319,N
NM3580914,N
NM3502007,N
NM3500210,N
NY2110765,N
NY3212121,N
NY4630007,N
NY5521293,N
NY5420407,N
NY5000659,N
NY5000665,N
NC0351120,N
NC4092103,N
NC0392078,N
NC0392159,N
NC0392274,N
NC0392207,N
ND0901449,N
OH1566412,N
OK2000533,N
OR4100564,N
OR4101277,N
OR4101009,N
OR4101381,N
OR4101037,N
OR4100841,N
RI2980146,N
SC4060024,N
SC2660045,N
SD4602179,N
SD4600546,B
TX2410020,N
TX0610225,N
TX1020066,N
TX0790504,N
TX0810029,N
TX1010920,N
UTAH03014,N
VT0005580,N
VT0005626,N
VA4133110,N
VA4103336,N
VA6113188,N
WA5312232,N
WA5308344,N
WA5317945,N
WA5347700,N
WA5352118,N
WA5305914,N
WA5301031,N
WA5333431,N
WA5320481,N
WA5339268,N
WA5384898,N
WA5306514,N
WA5387144,N
WI7720535,N
WY5601275,N
MO5031159,N
TX1020085,N
TX1011567,N
TX1810179,N
VT0005654,N
VA6047255,N
VA5089115,N
OK1011303,S
SD4602303,SB
